,y
47333,0
50541,0
13684,1
50174,0
21546,1
16452,1
29488,0
10114,1
32062,0
9081,1
7988,1
31137,0
4945,1
7374,1
43997,0
42147,0
108,1
3107,1
7974,1
31284,0
6681,1
32421,0
32804,0
30421,0
19225,1
1004,1
43960,0
23469,1
5934,1
19631,1
1796,1
38186,0
19122,1
26776,0
11317,1
21412,1
16909,1
49389,0
3760,1
16061,1
26834,0
45546,0
3071,1
3350,1
33666,0
20506,1
34981,0
30347,0
12857,1
13578,1
38127,0
23165,1
30186,0
25868,0
48734,0
31264,0
35350,0
40836,0
40388,0
42682,0
41009,0
13105,1
50237,0
18987,1
22749,1
19949,1
28639,0
5985,1
1670,1
38375,0
45045,0
22210,1
1559,1
17383,1
22082,1
48909,0
28109,0
11848,1
46179,0
33679,0
14704,1
33929,0
25788,0
31692,0
48180,0
39800,0
36661,0
12303,1
36036,0
45542,0
50966,0
38146,0
5153,1
37352,0
1569,1
14219,1
24638,1
42023,0
30591,0
1671,1
10671,1
6735,1
5970,1
28489,0
35172,0
12553,1
7059,1
23212,1
38974,0
40489,0
14098,1
37500,0
18567,1
1711,1
24275,1
11939,1
42961,0
4185,1
7574,1
15558,1
18088,1
34832,0
45939,0
25908,0
50247,0
6604,1
23338,1
50511,0
23344,1
8404,1
21800,1
47689,0
7443,1
12189,1
387,1
17937,1
21823,1
44630,0
10165,1
41196,0
41476,0
26413,0
3637,1
38481,0
46812,0
43868,0
50042,0
23285,1
2996,1
18481,1
8110,1
24799,1
18966,1
20850,1
3259,1
19157,1
44776,0
25087,1
10898,1
44702,0
1290,1
19028,1
30083,0
32759,0
35932,0
26364,0
28171,0
8211,1
26062,0
42547,0
21023,1
36885,0
10685,1
14246,1
30369,0
42989,0
22347,1
25907,0
27351,0
12547,1
31182,0
28106,0
18324,1
10846,1
29164,0
439,1
37519,0
50894,0
22892,1
23612,1
18681,1
31898,0
28320,0
9725,1
5580,1
7015,1
44749,0
21231,1
48454,0
16667,1
27620,0
44364,0
33787,0
47167,0
21002,1
367,1
21131,1
44415,0
19730,1
19579,1
6691,1
32670,0
22286,1
48685,0
29441,0
26054,0
20241,1
37770,0
41258,0
44542,0
5652,1
30721,0
25294,1
21575,1
13705,1
15893,1
33030,0
1609,1
6514,1
9057,1
14411,1
44394,0
22970,1
45495,0
15910,1
21175,1
1382,1
17434,1
287,1
32153,0
34615,0
20686,1
23944,1
20424,1
5515,1
47454,0
43944,0
21608,1
47119,0
36822,0
39935,0
28724,0
40070,0
7657,1
49008,0
47380,0
17946,1
25624,0
48625,0
5019,1
24826,1
44730,0
41643,0
4125,1
49250,0
33235,0
14293,1
40846,0
28137,0
34032,0
33673,0
18953,1
9097,1
12059,1
48371,0
10600,1
16996,1
5421,1
24804,1
7832,1
29407,0
7393,1
26003,0
50285,0
33842,0
30686,0
41734,0
25233,1
48671,0
3303,1
18514,1
11865,1
16675,1
42524,0
41610,0
29580,0
42527,0
11161,1
8576,1
7941,1
46128,0
41386,0
34016,0
48593,0
21124,1
50324,0
20375,1
4009,1
36020,0
38753,0
27364,0
40168,0
38412,0
47108,0
27780,0
28208,0
33364,0
33831,0
25858,0
18765,1
26015,0
41016,0
34811,0
31576,0
21179,1
20738,1
12399,1
7897,1
11066,1
6931,1
13084,1
11777,1
41344,0
44824,0
33045,0
9444,1
35017,0
5483,1
17807,1
43619,0
34684,0
36166,0
22003,1
40449,0
13921,1
32258,0
15438,1
27370,0
33406,0
32467,0
32585,0
17493,1
7009,1
7789,1
13518,1
30452,0
40465,0
44071,0
9233,1
37134,0
38759,0
18341,1
10563,1
2755,1
13176,1
24857,1
23320,1
41745,0
47409,0
42712,0
1888,1
15170,1
15388,1
8573,1
46381,0
42091,0
29475,0
9175,1
23602,1
27068,0
1978,1
18619,1
1053,1
31163,0
15807,1
46231,0
33311,0
7276,1
38684,0
21715,1
21189,1
8616,1
47745,0
23990,1
46775,0
14472,1
2367,1
22563,1
35804,0
15811,1
34261,0
32240,0
25181,1
29827,0
34833,0
11546,1
29637,0
29260,0
18873,1
24114,1
41696,0
27304,0
19892,1
42111,0
11602,1
21812,1
28114,0
49936,0
37097,0
36124,0
10264,1
7016,1
18730,1
29122,0
17576,1
6023,1
42695,0
50373,0
19321,1
47501,0
21929,1
15939,1
31040,0
19101,1
48145,0
13125,1
12680,1
27603,0
2866,1
36823,0
44761,0
9670,1
47560,0
26172,0
32187,0
33938,0
37618,0
45011,0
12910,1
22869,1
35795,0
44867,0
19941,1
11296,1
41872,0
50941,0
14444,1
44665,0
19061,1
31819,0
46844,0
22084,1
20206,1
33475,0
28698,0
13650,1
46262,0
45563,0
33100,0
42779,0
37317,0
36705,0
42938,0
13149,1
7420,1
46267,0
1981,1
5968,1
46574,0
25211,1
20777,1
23770,1
34277,0
34961,0
37968,0
24055,1
12511,1
34604,0
27352,0
37012,0
20655,1
47388,0
25943,0
39979,0
39449,0
45305,0
10369,1
22403,1
36727,0
17652,1
28348,0
26305,0
1924,1
31173,0
21643,1
523,1
9651,1
45686,0
9298,1
16240,1
25272,1
31045,0
48817,0
22039,1
11097,1
50554,0
15455,1
43864,0
7466,1
35309,0
42972,0
10997,1
13169,1
48790,0
21544,1
40324,0
48983,0
16384,1
9006,1
26470,0
44020,0
41693,0
27306,0
17846,1
22656,1
43257,0
44022,0
32305,0
44160,0
41765,0
40142,0
9168,1
10327,1
39606,0
13072,1
36407,0
39784,0
3982,1
11073,1
39587,0
32898,0
2074,1
28093,0
30791,0
8528,1
47509,0
3799,1
9193,1
8607,1
10157,1
25503,1
35134,0
22359,1
45744,0
44467,0
28788,0
44778,0
23727,1
23,1
11307,1
45414,0
36947,0
31699,0
41116,0
11482,1
22965,1
34982,0
30891,0
2978,1
17218,1
10939,1
50845,0
14211,1
44993,0
44729,0
27536,0
47304,0
37899,0
19876,1
12640,1
44358,0
4154,1
6041,1
47188,0
33310,0
37732,0
15909,1
11165,1
8251,1
15256,1
49205,0
35799,0
5534,1
29601,0
16249,1
41704,0
5402,1
32763,0
4562,1
36095,0
3096,1
42933,0
44112,0
27155,0
31633,0
46053,0
13290,1
42320,0
8879,1
33393,0
26381,0
16008,1
13584,1
3306,1
34903,0
39808,0
33559,0
48408,0
23319,1
47684,0
4885,1
27171,0
25855,0
8279,1
45225,0
21504,1
31021,0
14005,1
26494,0
11553,1
26901,0
47236,0
17559,1
27967,0
9238,1
50748,0
25800,0
38764,0
22807,1
20950,1
13300,1
11751,1
37111,0
44654,0
8976,1
11183,1
10310,1
7905,1
28579,0
5661,1
45710,0
42509,0
29632,0
6852,1
1612,1
39028,0
42151,0
8172,1
15968,1
17676,1
35135,0
45228,0
36869,0
33835,0
30309,0
1561,1
29072,0
14991,1
26576,0
32657,0
49927,0
24877,1
44128,0
47125,0
12334,1
14895,1
10414,1
50591,0
24929,1
5804,1
33914,0
20802,1
16647,1
31900,0
23331,1
12435,1
47365,0
5774,1
10619,1
37945,0
25635,0
50421,0
30716,0
30882,0
3727,1
11190,1
9000,1
31050,0
21262,1
12386,1
47756,0
12731,1
39648,0
2998,1
41168,0
35233,0
9294,1
29157,0
7504,1
21316,1
18956,1
37128,0
4857,1
11525,1
16473,1
43363,0
22337,1
25110,1
3478,1
35857,0
48829,0
37418,0
25177,1
49803,0
13892,1
29019,0
41817,0
2706,1
30574,0
1216,1
10271,1
41811,0
2868,1
39582,0
47016,0
8275,1
46118,0
23386,1
37844,0
45221,0
32468,0
29589,0
36783,0
24932,1
14548,1
6834,1
2744,1
44353,0
33326,0
48395,0
10982,1
28586,0
15502,1
7704,1
16694,1
12819,1
1577,1
46580,0
39286,0
16640,1
8226,1
23747,1
45990,0
20420,1
33941,0
16333,1
19093,1
44836,0
33944,0
32411,0
49305,0
13804,1
24176,1
2337,1
22361,1
33432,0
28880,0
29523,0
8338,1
46624,0
24139,1
8725,1
14794,1
1529,1
10306,1
29088,0
16075,1
25755,0
48075,0
43148,0
10573,1
44032,0
22099,1
46467,0
2169,1
20740,1
45970,0
1058,1
46768,0
49278,0
2266,1
39369,0
26508,0
32635,0
3394,1
46355,0
299,1
25821,0
25271,1
26308,0
26165,0
9935,1
24189,1
31706,0
27422,0
28476,0
10426,1
22861,1
27578,0
46789,0
17207,1
26341,0
49981,0
43920,0
7280,1
3674,1
46960,0
5600,1
12417,1
41787,0
35822,0
5708,1
12882,1
9892,1
6808,1
12659,1
9132,1
34816,0
28140,0
20227,1
48510,0
12469,1
29132,0
45218,0
25689,0
10818,1
21429,1
6330,1
7063,1
2427,1
10416,1
37800,0
29842,0
928,1
48346,0
27183,0
31290,0
20572,1
26809,0
31043,0
25160,1
14666,1
30149,0
2997,1
39586,0
44248,0
3869,1
3224,1
2506,1
2471,1
14547,1
10454,1
8821,1
46292,0
2373,1
41032,0
5256,1
44804,0
21242,1
4622,1
2859,1
47377,0
2786,1
28820,0
45775,0
23333,1
29048,0
11309,1
11380,1
8452,1
46261,0
23445,1
43025,0
20684,1
1599,1
31305,0
6300,1
47834,0
48564,0
18246,1
48032,0
49854,0
5884,1
27929,0
45618,0
21375,1
4958,1
19513,1
6292,1
1238,1
43029,0
32624,0
20350,1
12856,1
9297,1
30931,0
21617,1
44592,0
23866,1
2683,1
42810,0
10340,1
14938,1
6725,1
7823,1
38284,0
23980,1
30084,0
4986,1
29732,0
32761,0
38107,0
1442,1
8186,1
9074,1
17860,1
29068,0
32981,0
39725,0
39426,0
45135,0
22315,1
35213,0
42984,0
24361,1
6875,1
12383,1
18698,1
41110,0
46953,0
41852,0
44590,0
25222,1
49215,0
20283,1
11989,1
3871,1
11688,1
40814,0
3615,1
40709,0
30565,0
38977,0
15210,1
2756,1
38841,0
7054,1
46815,0
24882,1
35581,0
24662,1
38116,0
35306,0
11760,1
31085,0
460,1
13902,1
43634,0
2127,1
8663,1
21028,1
32402,0
44451,0
3346,1
44012,0
8333,1
20265,1
45750,0
50129,0
45085,0
3,1
7733,1
49799,0
21427,1
9024,1
30680,0
4101,1
16309,1
12353,1
19725,1
13512,1
3356,1
37025,0
50403,0
1117,1
37607,0
28826,0
23131,1
7919,1
11025,1
38483,0
50134,0
35766,0
43823,0
28110,0
42251,0
28011,0
6348,1
16993,1
2748,1
25288,1
495,1
41949,0
49501,0
9089,1
34907,0
31827,0
26320,0
29810,0
25394,1
18665,1
13086,1
15593,1
5363,1
7499,1
3987,1
8257,1
24867,1
27917,0
43064,0
31364,0
30027,0
41698,0
22864,1
40239,0
29492,0
28687,0
28246,0
45887,0
48160,0
20800,1
41165,0
27562,0
33182,0
25493,1
25386,1
45207,0
6025,1
13708,1
21039,1
2058,1
20548,1
33526,0
44708,0
33718,0
39264,0
23692,1
36268,0
12744,1
17953,1
17350,1
21618,1
6463,1
37110,0
5531,1
50694,0
14389,1
22432,1
32547,0
31925,0
35756,0
15784,1
15819,1
44714,0
39579,0
26220,0
40604,0
39778,0
10317,1
15122,1
46532,0
16739,1
27519,0
7440,1
27400,0
28973,0
9094,1
38398,0
30353,0
25003,1
3506,1
6437,1
29738,0
12908,1
22401,1
38082,0
9991,1
98,1
8212,1
13859,1
33665,0
10086,1
16691,1
7709,1
13272,1
25243,1
43710,0
50611,0
31631,0
11604,1
7531,1
48108,0
39498,0
3043,1
34495,0
49400,0
34603,0
29761,0
49597,0
45291,0
29459,0
35062,0
38901,0
19295,1
34975,0
42063,0
17796,1
14047,1
16294,1
21030,1
44021,0
20701,1
7277,1
14378,1
39906,0
20821,1
19359,1
8293,1
35916,0
2480,1
36013,0
48847,0
44901,0
48774,0
32719,0
16152,1
22533,1
49840,0
37396,0
42883,0
21698,1
39895,0
21543,1
22011,1
13779,1
20927,1
40764,0
28286,0
20665,1
31922,0
974,1
40742,0
15621,1
43290,0
16750,1
16832,1
30464,0
33522,0
33621,0
21410,1
46437,0
44976,0
273,1
46501,0
24789,1
31024,0
31468,0
48041,0
6810,1
48947,0
11095,1
12585,1
28936,0
22429,1
14264,1
23525,1
23087,1
42190,0
47290,0
2112,1
46734,0
17776,1
22346,1
29717,0
5793,1
44598,0
15626,1
24795,1
39764,0
27170,0
10622,1
5529,1
4868,1
29987,0
9831,1
9812,1
25266,1
1717,1
18421,1
8955,1
11757,1
15875,1
28801,0
40032,0
20307,1
43136,0
16712,1
40396,0
18560,1
42594,0
46908,0
50131,0
19489,1
7602,1
5088,1
25737,0
21541,1
41054,0
36970,0
46825,0
18473,1
16238,1
23155,1
34134,0
38823,0
43541,0
43770,0
12607,1
46543,0
40726,0
4422,1
21087,1
30893,0
34001,0
2065,1
37305,0
50716,0
7746,1
14796,1
3587,1
27522,0
33186,0
48563,0
5063,1
26096,0
25977,0
27636,0
8164,1
138,1
3103,1
22699,1
2292,1
50039,0
8065,1
5316,1
35624,0
35149,0
3265,1
46750,0
44344,0
26141,0
3712,1
40985,0
20720,1
15068,1
15914,1
7215,1
31940,0
22265,1
46174,0
50665,0
44228,0
21403,1
47417,0
2482,1
43742,0
2976,1
46753,0
41952,0
2145,1
23556,1
4818,1
10780,1
25687,0
28646,0
39530,0
2762,1
40402,0
4840,1
7454,1
50388,0
14868,1
8534,1
49190,0
29515,0
5593,1
24531,1
13751,1
4831,1
2686,1
34509,0
9724,1
37464,0
18799,1
3463,1
33892,0
26512,0
14836,1
42145,0
48894,0
5267,1
46854,0
8782,1
11920,1
166,1
24425,1
12641,1
29125,0
49191,0
9781,1
3451,1
14670,1
7243,1
22516,1
39628,0
36432,0
4161,1
13137,1
45791,0
50764,0
21856,1
49366,0
20060,1
15771,1
45404,0
29682,0
50417,0
24160,1
36526,0
6646,1
8095,1
9060,1
4612,1
31162,0
28629,0
49672,0
40874,0
37552,0
18834,1
1438,1
22217,1
36159,0
9109,1
8162,1
31955,0
33049,0
29421,0
50097,0
23982,1
42953,0
12697,1
11087,1
43111,0
1138,1
2678,1
27994,0
50307,0
46920,0
39811,0
4376,1
39045,0
45561,0
17969,1
48365,0
21991,1
37412,0
26403,0
45528,0
48245,0
49977,0
35085,0
2431,1
19174,1
4334,1
37046,0
24207,1
10570,1
18824,1
3593,1
35254,0
13953,1
11070,1
16928,1
7694,1
34376,0
48014,0
1595,1
48728,0
10000,1
41215,0
7361,1
18818,1
23599,1
48874,0
24002,1
1263,1
30974,0
27683,0
6552,1
20405,1
44998,0
15458,1
13778,1
2192,1
10827,1
12112,1
35611,0
35839,0
2331,1
4929,1
2088,1
11324,1
29292,0
18608,1
19234,1
11318,1
2732,1
45056,0
4518,1
32527,0
47812,0
25667,0
73,1
43961,0
25161,1
18840,1
22319,1
43493,0
17922,1
14469,1
22746,1
38580,0
34222,0
22724,1
30160,0
27037,0
1247,1
38727,0
28664,0
1031,1
40881,0
28368,0
17764,1
20661,1
27533,0
44928,0
1725,1
42627,0
50361,0
11572,1
34996,0
45532,0
49941,0
31911,0
31731,0
3570,1
15963,1
29118,0
26870,0
22768,1
48921,0
21400,1
34619,0
33966,0
15521,1
50382,0
47480,0
47673,0
47695,0
26104,0
11151,1
2878,1
32100,0
27969,0
16038,1
50033,0
1948,1
49089,0
40144,0
46837,0
16904,1
38685,0
50513,0
14552,1
328,1
31168,0
34583,0
46191,0
31203,0
5570,1
49692,0
37109,0
17547,1
39668,0
16728,1
20056,1
28007,0
22843,1
33690,0
34554,0
42759,0
11484,1
31688,0
50058,0
26438,0
12884,1
49905,0
46138,0
594,1
31273,0
424,1
24573,1
43123,0
50683,0
33715,0
3492,1
13120,1
40358,0
27721,0
7102,1
14141,1
34846,0
17842,1
37658,0
24763,1
27349,0
32693,0
23565,1
43006,0
13260,1
17847,1
34517,0
43896,0
47052,0
37092,0
39023,0
25565,0
14265,1
20415,1
39950,0
28186,0
20588,1
990,1
12290,1
25226,1
23930,1
20377,1
25922,0
40838,0
1665,1
30850,0
15836,1
37568,0
47613,0
6526,1
8136,1
43713,0
16298,1
4965,1
37447,0
49279,0
10752,1
50284,0
48640,0
41552,0
16025,1
30988,0
3347,1
5167,1
32625,0
20250,1
13567,1
18856,1
18309,1
6749,1
33962,0
37776,0
44227,0
31053,0
26880,0
32823,0
33772,0
28704,0
16726,1
37609,0
38579,0
7773,1
41142,0
36698,0
44982,0
36214,0
21528,1
16925,1
13955,1
30714,0
29097,0
3171,1
22580,1
36185,0
42431,0
21741,1
32445,0
18549,1
32482,0
25747,0
34865,0
11207,1
28232,0
38854,0
7315,1
5761,1
22902,1
42963,0
40244,0
24593,1
818,1
43451,0
31416,0
32658,0
20185,1
44446,0
5400,1
7412,1
27139,0
21260,1
44975,0
43885,0
6127,1
12181,1
40560,0
24155,1
42777,0
18676,1
39246,0
1663,1
7360,1
19718,1
21931,1
24693,1
32021,0
36667,0
6227,1
25063,1
28669,0
16388,1
36930,0
28598,0
40776,0
16128,1
28459,0
18683,1
8026,1
37019,0
27628,0
31590,0
5846,1
44311,0
9636,1
30575,0
9685,1
29598,0
45682,0
2723,1
12526,1
35563,0
1723,1
18558,1
12333,1
7522,1
42730,0
40282,0
16655,1
6656,1
23632,1
11926,1
33538,0
29248,0
38140,0
27527,0
22637,1
13435,1
16658,1
16684,1
32690,0
38055,0
30440,0
47187,0
5287,1
14069,1
33361,0
10130,1
40019,0
16251,1
15352,1
13055,1
29104,0
5215,1
50808,0
35451,0
23125,1
27076,0
12950,1
6991,1
48875,0
47553,0
49368,0
22322,1
13756,1
20666,1
38174,0
47739,0
37596,0
32745,0
7135,1
35235,0
4003,1
7002,1
36154,0
23574,1
12227,1
22739,1
16717,1
21943,1
3969,1
8144,1
24325,1
41096,0
40760,0
8847,1
30301,0
17217,1
12498,1
18770,1
10964,1
788,1
50211,0
23431,1
31434,0
30595,0
49029,0
10489,1
22258,1
9845,1
21495,1
30178,0
38224,0
2002,1
17793,1
22953,1
8824,1
29941,0
25532,0
7362,1
6111,1
32827,0
822,1
38,1
46926,0
11915,1
32250,0
21415,1
9101,1
50666,0
19198,1
44409,0
48428,0
8813,1
39031,0
16705,1
21752,1
3950,1
48854,0
34293,0
43221,0
47820,0
13450,1
50409,0
38593,0
27463,0
13842,1
43812,0
8587,1
32337,0
45411,0
48802,0
19540,1
14245,1
4303,1
41447,0
20285,1
25435,1
37760,0
1246,1
20473,1
5468,1
47838,0
42501,0
29903,0
39387,0
24069,1
37699,0
19204,1
3184,1
308,1
38429,0
25549,0
7168,1
41954,0
43429,0
23878,1
1227,1
7565,1
32260,0
18805,1
37058,0
26028,0
40748,0
50605,0
24858,1
13753,1
46786,0
32286,0
33949,0
11712,1
8517,1
37432,0
38433,0
41917,0
24627,1
30710,0
45476,0
35723,0
36161,0
2273,1
18368,1
13193,1
23341,1
46647,0
38073,0
24389,1
7747,1
20811,1
42817,0
28248,0
2605,1
44287,0
44713,0
4080,1
28281,0
33116,0
22862,1
15343,1
20647,1
36896,0
11538,1
37397,0
1318,1
47220,0
9970,1
50038,0
35284,0
31810,0
42634,0
40622,0
20830,1
47092,0
38015,0
7910,1
13823,1
35580,0
25981,0
10815,1
28752,0
21043,1
37932,0
3292,1
17699,1
13922,1
21139,1
22175,1
37450,0
27082,0
19270,1
17734,1
4535,1
16480,1
25527,0
4337,1
45158,0
17888,1
9272,1
45534,0
48822,0
26553,0
26371,0
14270,1
27480,0
6721,1
12105,1
27369,0
30349,0
12081,1
39987,0
48990,0
25250,1
27257,0
20288,1
10535,1
2718,1
25475,1
40357,0
39088,0
35904,0
21527,1
25368,1
47066,0
36266,0
1111,1
2414,1
51002,0
14430,1
42295,0
3633,1
25210,1
16312,1
39649,0
4817,1
8669,1
40238,0
45839,0
30538,0
38450,0
32940,0
4338,1
13690,1
7060,1
21784,1
47341,0
43846,0
38839,0
35099,0
39928,0
49002,0
16391,1
36770,0
9979,1
43660,0
36340,0
46012,0
47971,0
39254,0
1411,1
38959,0
28370,0
33725,0
17436,1
9302,1
41102,0
19606,1
17508,1
33295,0
15482,1
24345,1
48109,0
27413,0
2398,1
10690,1
19641,1
42322,0
34723,0
37809,0
3234,1
7557,1
1753,1
11589,1
50110,0
4652,1
45582,0
1638,1
23443,1
45450,0
15490,1
23345,1
20751,1
14496,1
2178,1
378,1
50344,0
1266,1
3284,1
19816,1
48225,0
16581,1
26608,0
7406,1
30798,0
14350,1
48946,0
27833,0
25753,0
6184,1
45792,0
40310,0
43471,0
39265,0
8156,1
4750,1
6592,1
3038,1
34647,0
8358,1
8268,1
35612,0
48459,0
32253,0
69,1
40095,0
33829,0
9967,1
5814,1
37977,0
10575,1
633,1
31875,0
21604,1
32822,0
49306,0
5329,1
19508,1
18875,1
763,1
1033,1
17082,1
18413,1
37757,0
10010,1
42579,0
15635,1
25872,0
22313,1
42416,0
23545,1
42282,0
18926,1
16202,1
15579,1
5546,1
27001,0
38161,0
35001,0
6842,1
8181,1
2140,1
19184,1
16817,1
45000,0
42009,0
450,1
17959,1
1057,1
8875,1
37152,0
10023,1
35712,0
20652,1
5220,1
35040,0
24950,1
13737,1
47133,0
6581,1
1123,1
1770,1
5370,1
18213,1
44693,0
24150,1
1712,1
43560,0
25901,0
9513,1
23192,1
41750,0
25815,0
9435,1
32361,0
48195,0
7788,1
18375,1
36303,0
26877,0
14760,1
5050,1
19095,1
20137,1
2035,1
26000,0
1417,1
22945,1
16435,1
7609,1
25823,0
32143,0
32335,0
12057,1
13314,1
41064,0
30469,0
22880,1
35336,0
10652,1
33808,0
10350,1
23357,1
37247,0
11526,1
10291,1
36355,0
23969,1
9874,1
3441,1
34757,0
22080,1
25538,0
40349,0
27957,0
10103,1
44162,0
9767,1
29304,0
49566,0
21309,1
3534,1
12262,1
26393,0
77,1
22178,1
31381,0
44289,0
23888,1
18522,1
19320,1
27075,0
7651,1
35727,0
35081,0
31325,0
3363,1
36187,0
23017,1
1648,1
492,1
48210,0
35526,0
42102,0
15385,1
6150,1
33160,0
6595,1
41884,0
26675,0
48038,0
37943,0
20232,1
38352,0
38135,0
4523,1
16000,1
40275,0
4790,1
44918,0
41525,0
16572,1
48189,0
23965,1
9846,1
34413,0
41018,0
22083,1
7076,1
44025,0
16109,1
17047,1
41706,0
34453,0
33594,0
45509,0
47137,0
30482,0
29410,0
40102,0
3577,1
23497,1
29729,0
282,1
1700,1
43704,0
26534,0
35104,0
31619,0
355,1
46177,0
31929,0
5187,1
9983,1
45635,0
8285,1
50769,0
38794,0
44670,0
27786,0
5770,1
14712,1
39475,0
20973,1
9281,1
33490,0
21261,1
14013,1
16396,1
28972,0
31118,0
31367,0
20303,1
25285,1
37286,0
19181,1
18354,1
6717,1
43042,0
33988,0
40567,0
48512,0
17712,1
30998,0
42465,0
43911,0
32852,0
19824,1
18446,1
10126,1
42271,0
30813,0
22647,1
17851,1
39112,0
4634,1
41565,0
48961,0
8744,1
45274,0
29059,0
35687,0
47871,0
25614,0
16165,1
44275,0
34873,0
30230,0
9173,1
24426,1
31869,0
8308,1
15822,1
49515,0
25581,0
47175,0
35721,0
31784,0
2730,1
13313,1
29939,0
29638,0
5816,1
442,1
41268,0
